Timestamp,Leaf Wetness,Temperature (°C),Humidity (%),Rainfall (mm),Fungal Risk
2025-05-10 00:00:00,Yes,24.6,77.1,0.71,Medium
2025-05-10 00:30:00,Yes,21.6,73.3,1.29,Medium
2025-05-10 01:00:00,Yes,19.1,72.4,0.93,Medium
2025-05-10 01:30:00,Yes,15.5,80.3,0.49,Medium
2025-05-10 02:00:00,Yes,25.4,84.7,0.48,Medium
2025-05-10 02:30:00,Yes,24.1,93.9,0.95,High
2025-05-10 03:00:00,No,20.1,66.9,0.0,Low
2025-05-10 03:30:00,Yes,18.5,73.9,0.35,Medium
2025-05-10 04:00:00,Yes,20.3,85.3,0.44,Medium
2025-05-10 04:30:00,No,22.4,80.6,0.0,Low
2025-05-10 05:00:00,No,15.3,78.6,0.0,Low
2025-05-10 05:30:00,Yes,23.0,95.3,1.48,High
2025-05-10 06:00:00,Yes,18.9,94.9,0.62,High
2025-05-10 06:30:00,Yes,18.3,73.9,0.26,Low
2025-05-10 07:00:00,Yes,18.1,81.7,0.63,Medium
2025-05-10 07:30:00,Yes,20.0,84.4,1.45,Medium
2025-05-10 08:00:00,No,24.7,65.2,0.0,Low
2025-05-10 08:30:00,Yes,24.7,66.3,0.32,Medium
2025-05-10 09:00:00,Yes,14.1,62.0,0.93,Medium
2025-05-10 09:30:00,No,23.8,74.2,0.0,Low
2025-05-10 10:00:00,No,17.3,83.9,0.0,Low
2025-05-10 10:30:00,Yes,20.9,79.8,0.96,Medium
2025-05-10 11:00:00,Yes,20.6,70.3,1.46,Medium
2025-05-10 11:30:00,No,19.2,79.7,0.0,Low
2025-05-10 12:00:00,Yes,17.8,71.2,0.36,Medium
2025-05-10 12:30:00,No,28.6,66.3,0.0,Low
2025-05-10 13:00:00,No,27.4,77.9,0.0,Low
2025-05-10 13:30:00,Yes,25.2,73.9,1.96,Medium
2025-05-10 14:00:00,Yes,23.4,75.1,2.23,Medium
2025-05-10 14:30:00,Yes,17.0,87.4,0.74,Medium
2025-05-10 15:00:00,Yes,26.5,95.6,0.53,High
2025-05-10 15:30:00,No,16.2,84.6,0.0,Low
2025-05-10 16:00:00,Yes,30.1,81.4,0.21,Medium
2025-05-10 16:30:00,No,20.9,66.5,0.0,Low
2025-05-10 17:00:00,No,26.0,73.4,0.0,Low
2025-05-10 17:30:00,Yes,22.7,91.9,1.08,High
2025-05-10 18:00:00,No,25.0,72.4,0.0,Low
2025-05-10 18:30:00,Yes,27.5,76.8,0.3,Low
2025-05-10 19:00:00,Yes,26.6,85.6,0.86,Medium
2025-05-10 19:30:00,Yes,30.8,73.6,1.24,Medium
2025-05-10 20:00:00,Yes,20.3,82.7,1.72,Medium
2025-05-10 20:30:00,Yes,22.5,85.4,1.36,Medium
2025-05-10 21:00:00,No,18.2,71.6,0.0,Low
2025-05-10 21:30:00,Yes,10.2,100.6,0.0,Medium
2025-05-10 22:00:00,Yes,18.9,77.2,0.75,Medium
2025-05-10 22:30:00,Yes,24.1,88.6,0.03,Medium
2025-05-10 23:00:00,Yes,19.2,82.8,0.3,Medium
2025-05-10 23:30:00,Yes,28.0,84.9,1.09,Medium
2025-05-11 00:00:00,Yes,23.3,91.7,0.64,High
2025-05-11 00:30:00,No,13.5,84.0,0.0,Low
2025-05-11 01:00:00,Yes,17.4,85.9,1.49,Medium
2025-05-11 01:30:00,Yes,20.1,83.1,1.86,Medium
2025-05-11 02:00:00,Yes,21.2,106.0,0.95,High
2025-05-11 02:30:00,Yes,11.2,87.5,0.8,Medium
2025-05-11 03:00:00,Yes,26.4,86.7,0.39,Medium
2025-05-11 03:30:00,No,13.9,77.9,0.0,Low
2025-05-11 04:00:00,Yes,17.1,85.9,1.84,Medium
2025-05-11 04:30:00,Yes,22.0,68.0,0.86,Medium
2025-05-11 05:00:00,Yes,26.0,73.9,0.39,Medium
2025-05-11 05:30:00,Yes,20.1,72.2,1.02,Medium
2025-05-11 06:00:00,No,19.4,84.2,0.0,Low
2025-05-11 06:30:00,Yes,17.8,87.2,0.2,Medium
2025-05-11 07:00:00,Yes,28.6,76.0,0.68,Medium
2025-05-11 07:30:00,No,24.7,65.8,0.0,Low
2025-05-11 08:00:00,Yes,12.4,92.6,0.06,Medium
2025-05-11 08:30:00,Yes,32.8,74.4,0.65,Medium
2025-05-11 09:00:00,Yes,27.7,100.1,2.15,High
2025-05-11 09:30:00,Yes,26.0,90.2,0.97,High
2025-05-11 10:00:00,No,23.9,74.5,0.0,Low
2025-05-11 10:30:00,No,20.0,78.3,0.14,Low
2025-05-11 11:00:00,Yes,23.5,89.6,0.57,Medium
2025-05-11 11:30:00,Yes,27.4,68.6,0.35,Medium
2025-05-11 12:00:00,Yes,16.4,61.3,0.43,Medium
2025-05-11 12:30:00,Yes,19.4,95.1,1.0,High
2025-05-11 13:00:00,Yes,14.9,98.5,1.48,Medium
2025-05-11 13:30:00,No,22.9,77.7,0.0,Low
2025-05-11 14:00:00,Yes,18.1,90.9,2.01,High
2025-05-11 14:30:00,No,27.7,75.1,0.0,Low
2025-05-11 15:00:00,Yes,20.7,62.3,0.76,Medium
2025-05-11 15:30:00,No,19.3,75.3,0.0,Low
2025-05-11 16:00:00,No,22.6,74.7,0.0,Low
2025-05-11 16:30:00,Yes,5.6,79.7,1.92,Medium
2025-05-11 17:00:00,No,28.3,75.4,0.02,Low
2025-05-11 17:30:00,Yes,22.3,70.0,0.74,Medium
2025-05-11 18:00:00,Yes,23.8,92.3,0.42,High
2025-05-11 18:30:00,No,19.0,71.2,0.0,Low
2025-05-11 19:00:00,Yes,18.9,83.7,1.23,Medium
2025-05-11 19:30:00,Yes,16.0,94.9,0.28,Medium
2025-05-11 20:00:00,No,19.9,72.5,0.0,Low
2025-05-11 20:30:00,Yes,24.4,87.4,0.27,Medium
2025-05-11 21:00:00,Yes,20.3,85.2,0.0,Medium
2025-05-11 21:30:00,Yes,17.4,87.9,0.0,Medium
2025-05-11 22:00:00,Yes,21.5,66.4,0.87,Medium
2025-05-11 22:30:00,Yes,19.8,63.8,1.43,Medium
2025-05-11 23:00:00,Yes,16.3,71.9,0.66,Medium
2025-05-11 23:30:00,Yes,25.7,69.8,0.55,Medium
2025-05-12 00:00:00,Yes,22.1,86.9,0.64,Medium
2025-05-12 00:30:00,Yes,18.2,71.7,0.57,Medium
2025-05-12 01:00:00,Yes,14.6,50.8,0.85,Medium
2025-05-12 01:30:00,No,24.5,56.4,0.0,Low
2025-05-12 02:00:00,Yes,23.1,100.6,0.52,High
2025-05-12 02:30:00,Yes,16.4,78.2,1.6,Medium
2025-05-12 03:00:00,No,16.8,72.0,0.11,Low
2025-05-12 03:30:00,Yes,15.2,81.2,1.8,Medium
2025-05-12 04:00:00,Yes,21.6,77.5,0.27,Low
2025-05-12 04:30:00,Yes,12.2,88.8,0.44,Medium
2025-05-12 05:00:00,Yes,19.1,111.9,0.74,High
2025-05-12 05:30:00,Yes,16.2,75.7,1.42,Medium
2025-05-12 06:00:00,Yes,20.6,65.6,1.24,Medium
2025-05-12 06:30:00,Yes,16.7,98.7,1.36,Medium
2025-05-12 07:00:00,Yes,17.8,92.8,0.55,Medium
2025-05-12 07:30:00,No,24.3,84.8,0.0,Low
2025-05-12 08:00:00,Yes,16.8,90.3,0.23,Medium
2025-05-12 08:30:00,Yes,18.0,70.4,0.84,Medium
2025-05-12 09:00:00,Yes,30.3,69.3,0.52,Medium
2025-05-12 09:30:00,Yes,27.1,79.2,0.86,Medium
2025-05-12 10:00:00,Yes,14.7,84.3,0.35,Medium
2025-05-12 10:30:00,Yes,24.9,91.9,2.57,High
2025-05-12 11:00:00,Yes,22.9,83.3,0.66,Medium
2025-05-12 11:30:00,Yes,18.2,83.4,0.26,Medium
2025-05-12 12:00:00,Yes,20.8,93.2,0.0,High
2025-05-12 12:30:00,Yes,25.7,93.2,0.41,High
2025-05-12 13:00:00,Yes,9.4,73.9,1.54,Medium
2025-05-12 13:30:00,No,19.9,70.0,0.1,Low
2025-05-12 14:00:00,Yes,24.2,85.5,0.31,Medium
2025-05-12 14:30:00,No,18.2,76.1,0.0,Low
2025-05-12 15:00:00,Yes,28.1,76.8,1.47,Medium
2025-05-12 15:30:00,Yes,27.6,90.0,0.15,Medium
2025-05-12 16:00:00,No,22.0,79.8,0.0,Low
2025-05-12 16:30:00,Yes,21.6,68.2,1.45,Medium
2025-05-12 17:00:00,Yes,17.7,82.0,0.73,Medium
2025-05-12 17:30:00,Yes,18.7,85.9,0.12,Medium
2025-05-12 18:00:00,Yes,24.4,66.5,0.6,Medium
2025-05-12 18:30:00,No,29.7,70.0,0.0,Low
2025-05-12 19:00:00,Yes,22.6,81.8,0.78,Medium
2025-05-12 19:30:00,Yes,22.4,86.3,1.39,Medium
2025-05-12 20:00:00,Yes,22.0,77.6,1.04,Medium
2025-05-12 20:30:00,No,29.5,78.7,0.0,Low
2025-05-12 21:00:00,No,25.5,78.8,0.0,Low
2025-05-12 21:30:00,Yes,24.2,74.6,0.43,Medium
2025-05-12 22:00:00,Yes,21.7,81.9,1.07,Medium
2025-05-12 22:30:00,Yes,17.8,85.1,0.29,Medium
2025-05-12 23:00:00,Yes,23.7,86.2,0.0,Medium
2025-05-12 23:30:00,Yes,25.4,74.6,1.15,Medium
2025-05-13 00:00:00,Yes,21.8,98.4,0.32,High
2025-05-13 00:30:00,Yes,18.3,79.8,0.26,Low
2025-05-13 01:00:00,No,24.0,63.8,0.0,Low
2025-05-13 01:30:00,Yes,14.7,89.5,1.87,Medium
2025-05-13 02:00:00,Yes,19.5,78.3,0.56,Medium
2025-05-13 02:30:00,Yes,25.8,70.7,0.69,Medium
2025-05-13 03:00:00,Yes,24.9,85.0,0.65,Medium
2025-05-13 03:30:00,Yes,25.0,53.0,1.04,Medium
2025-05-13 04:00:00,Yes,16.7,61.7,0.91,Medium
2025-05-13 04:30:00,Yes,26.9,78.6,1.26,Medium
2025-05-13 05:00:00,Yes,28.1,93.1,1.81,Medium
2025-05-13 05:30:00,No,23.7,80.8,0.0,Low
2025-05-13 06:00:00,Yes,18.8,71.6,2.24,Medium
2025-05-13 06:30:00,Yes,19.1,81.2,0.94,Medium
2025-05-13 07:00:00,Yes,20.2,97.0,0.0,High
2025-05-13 07:30:00,No,21.0,72.6,0.0,Low
2025-05-13 08:00:00,No,16.9,79.6,0.16,Low
2025-05-13 08:30:00,Yes,16.5,65.9,0.43,Medium
2025-05-13 09:00:00,Yes,12.5,87.6,0.57,Medium
2025-05-13 09:30:00,No,12.7,76.9,0.0,Low
2025-05-13 10:00:00,Yes,21.6,93.4,0.0,High
2025-05-13 10:30:00,Yes,20.6,78.4,1.04,Medium
2025-05-13 11:00:00,Yes,21.1,72.5,0.24,Low
2025-05-13 11:30:00,Yes,16.0,90.8,0.52,Medium
2025-05-13 12:00:00,No,29.5,79.4,0.0,Low
2025-05-13 12:30:00,No,12.4,62.0,0.0,Low
2025-05-13 13:00:00,Yes,21.3,85.1,0.0,Medium
2025-05-13 13:30:00,Yes,24.5,75.2,0.62,Medium
2025-05-13 14:00:00,Yes,28.1,89.0,0.29,Medium
2025-05-13 14:30:00,No,15.5,58.5,0.0,Low
2025-05-13 15:00:00,Yes,18.9,70.1,0.39,Medium
2025-05-13 15:30:00,No,20.4,77.8,0.0,Low
2025-05-13 16:00:00,No,20.8,84.4,0.0,Low
2025-05-13 16:30:00,Yes,27.1,79.0,0.52,Medium
2025-05-13 17:00:00,Yes,23.5,82.3,1.26,Medium
2025-05-13 17:30:00,Yes,21.4,73.9,0.79,Medium
2025-05-13 18:00:00,Yes,14.3,81.1,0.47,Medium
2025-05-13 18:30:00,No,19.0,78.7,0.0,Low
2025-05-13 19:00:00,Yes,17.3,80.9,0.63,Medium
2025-05-13 19:30:00,Yes,14.9,92.7,0.0,Medium
2025-05-13 20:00:00,No,24.8,84.3,0.0,Low
2025-05-13 20:30:00,Yes,28.9,68.1,1.24,Medium
2025-05-13 21:00:00,Yes,25.0,73.3,1.61,Medium
2025-05-13 21:30:00,Yes,18.7,82.9,0.71,Medium
2025-05-13 22:00:00,Yes,19.3,88.1,1.13,Medium
2025-05-13 22:30:00,Yes,11.3,93.0,0.0,Medium
2025-05-13 23:00:00,Yes,25.2,91.3,0.0,High
2025-05-13 23:30:00,Yes,17.9,68.9,0.33,Medium
2025-05-14 00:00:00,Yes,18.5,87.8,1.55,Medium
2025-05-14 00:30:00,Yes,27.0,74.4,0.33,Medium
2025-05-14 01:00:00,Yes,11.6,71.9,1.27,Medium
2025-05-14 01:30:00,No,28.1,67.7,0.03,Low
2025-05-14 02:00:00,No,19.9,82.8,0.0,Low
2025-05-14 02:30:00,Yes,22.1,75.3,0.49,Medium
2025-05-14 03:00:00,No,22.7,80.1,0.15,Low
2025-05-14 03:30:00,Yes,19.5,79.1,0.2,Low
2025-05-14 04:00:00,Yes,18.7,96.0,0.95,High
2025-05-14 04:30:00,Yes,18.5,87.0,0.23,Medium
2025-05-14 05:00:00,Yes,25.9,83.7,0.41,Medium
2025-05-14 05:30:00,No,22.2,64.3,0.0,Low
2025-05-14 06:00:00,Yes,14.0,81.4,1.89,Medium
2025-05-14 06:30:00,Yes,31.2,86.4,0.9,Medium
2025-05-14 07:00:00,No,11.0,74.6,0.0,Low
2025-05-14 07:30:00,No,16.9,78.3,0.12,Low
2025-05-14 08:00:00,Yes,10.1,87.5,0.0,Medium
2025-05-14 08:30:00,Yes,21.2,100.7,0.0,High
2025-05-14 09:00:00,Yes,7.3,77.1,1.38,Medium
2025-05-14 09:30:00,Yes,29.8,67.7,0.9,Medium
2025-05-14 10:00:00,Yes,17.7,78.9,2.62,Medium
2025-05-14 10:30:00,Yes,12.5,82.5,0.87,Medium
2025-05-14 11:00:00,Yes,25.4,81.0,0.75,Medium
2025-05-14 11:30:00,Yes,18.0,82.7,0.23,Medium
2025-05-14 12:00:00,Yes,23.1,76.3,0.8,Medium
2025-05-14 12:30:00,Yes,19.9,91.3,0.46,High
2025-05-14 13:00:00,Yes,11.1,92.6,0.0,Medium
2025-05-14 13:30:00,Yes,16.7,74.0,1.6,Medium
2025-05-14 14:00:00,Yes,9.3,111.4,1.34,Medium
2025-05-14 14:30:00,Yes,21.1,79.5,0.73,Medium
2025-05-14 15:00:00,Yes,22.6,86.5,0.94,Medium
2025-05-14 15:30:00,Yes,20.4,78.0,0.38,Medium
2025-05-14 16:00:00,Yes,19.0,91.3,0.97,High
2025-05-14 16:30:00,Yes,5.3,86.6,0.66,Medium
2025-05-14 17:00:00,Yes,19.9,76.1,1.4,Medium
2025-05-14 17:30:00,Yes,24.7,72.3,0.83,Medium
2025-05-14 18:00:00,No,15.1,66.2,0.0,Low
2025-05-14 18:30:00,Yes,24.3,89.5,0.91,Medium
2025-05-14 19:00:00,Yes,23.6,85.2,0.0,Medium
2025-05-14 19:30:00,Yes,22.2,88.0,1.1,Medium
2025-05-14 20:00:00,Yes,25.9,87.1,0.78,Medium
2025-05-14 20:30:00,No,25.4,79.7,0.0,Low
2025-05-14 21:00:00,No,19.2,72.6,0.0,Low
2025-05-14 21:30:00,Yes,19.3,72.1,0.25,Low
2025-05-14 22:00:00,Yes,10.5,82.1,0.5,Medium
2025-05-14 22:30:00,Yes,15.9,86.6,1.25,Medium
2025-05-14 23:00:00,No,12.0,72.4,0.0,Low
2025-05-14 23:30:00,Yes,15.3,88.3,0.34,Medium
2025-05-15 00:00:00,Yes,18.7,60.0,1.01,Medium
2025-05-15 00:30:00,Yes,13.8,80.6,0.72,Medium
2025-05-15 01:00:00,No,26.8,66.9,0.0,Low
2025-05-15 01:30:00,Yes,20.9,98.0,1.49,High
2025-05-15 02:00:00,Yes,21.0,75.1,1.15,Medium
2025-05-15 02:30:00,Yes,15.1,84.8,0.9,Medium
2025-05-15 03:00:00,Yes,25.3,107.6,0.81,High
2025-05-15 03:30:00,No,17.5,79.7,0.0,Low
2025-05-15 04:00:00,No,16.5,75.9,0.08,Low
2025-05-15 04:30:00,Yes,20.8,71.8,1.4,Medium
2025-05-15 05:00:00,Yes,20.0,79.9,0.24,Low
2025-05-15 05:30:00,Yes,20.8,88.3,0.0,Medium
2025-05-15 06:00:00,No,16.7,77.0,0.0,Low
2025-05-15 06:30:00,Yes,15.9,75.2,1.2,Medium
2025-05-15 07:00:00,Yes,21.3,81.9,1.18,Medium
2025-05-15 07:30:00,Yes,19.3,83.9,0.42,Medium
2025-05-15 08:00:00,No,21.3,74.2,0.0,Low
2025-05-15 08:30:00,Yes,19.3,94.2,1.24,High
2025-05-15 09:00:00,Yes,24.8,92.4,0.57,High
2025-05-15 09:30:00,Yes,21.0,73.8,0.25,Low
2025-05-15 10:00:00,Yes,23.1,92.0,0.39,High
2025-05-15 10:30:00,Yes,17.7,80.0,0.98,Medium
2025-05-15 11:00:00,No,12.8,57.0,0.06,Low
2025-05-15 11:30:00,Yes,13.9,74.9,0.38,Medium
2025-05-15 12:00:00,Yes,17.7,94.5,0.76,Medium
2025-05-15 12:30:00,Yes,21.5,86.2,0.0,Medium
2025-05-15 13:00:00,Yes,25.2,79.2,1.04,Medium
2025-05-15 13:30:00,Yes,14.6,64.5,1.15,Medium
2025-05-15 14:00:00,No,21.9,71.0,0.0,Low
2025-05-15 14:30:00,Yes,25.6,68.1,1.81,Medium
2025-05-15 15:00:00,Yes,15.5,86.4,0.24,Medium
2025-05-15 15:30:00,Yes,23.0,74.6,0.37,Medium
2025-05-15 16:00:00,Yes,20.2,70.0,1.09,Medium
2025-05-15 16:30:00,No,17.4,77.7,0.0,Low
2025-05-15 17:00:00,Yes,7.2,78.1,2.43,Medium
2025-05-15 17:30:00,Yes,23.9,79.8,0.29,Low
2025-05-15 18:00:00,Yes,20.1,85.5,0.0,Medium
2025-05-15 18:30:00,Yes,25.6,87.2,1.07,Medium
2025-05-15 19:00:00,Yes,22.2,80.2,1.04,Medium
2025-05-15 19:30:00,No,23.0,76.5,0.04,Low
2025-05-15 20:00:00,Yes,20.5,95.5,0.0,High
2025-05-15 20:30:00,Yes,12.7,81.6,0.54,Medium
2025-05-15 21:00:00,Yes,20.9,82.4,0.32,Medium
2025-05-15 21:30:00,No,27.4,64.0,0.0,Low
2025-05-15 22:00:00,Yes,19.5,63.6,0.36,Medium
2025-05-15 22:30:00,Yes,28.3,80.2,0.68,Medium
2025-05-15 23:00:00,No,13.7,73.8,0.2,Low
2025-05-15 23:30:00,Yes,18.4,92.8,0.95,High
2025-05-16 00:00:00,Yes,14.4,82.5,0.9,Medium
2025-05-16 00:30:00,Yes,25.7,95.8,0.0,High
2025-05-16 01:00:00,Yes,15.9,67.4,0.31,Medium
2025-05-16 01:30:00,Yes,22.3,89.9,0.44,Medium
2025-05-16 02:00:00,No,18.4,81.5,0.0,Low
2025-05-16 02:30:00,Yes,30.4,63.9,0.65,Medium
2025-05-16 03:00:00,Yes,30.1,80.1,0.35,Medium
2025-05-16 03:30:00,Yes,18.2,78.2,1.6,Medium
2025-05-16 04:00:00,Yes,8.9,95.3,0.0,Medium
2025-05-16 04:30:00,Yes,18.7,75.7,0.97,Medium
2025-05-16 05:00:00,Yes,12.0,84.6,2.12,Medium
2025-05-16 05:30:00,No,13.2,81.9,0.0,Low
2025-05-16 06:00:00,No,22.1,80.2,0.0,Low
2025-05-16 06:30:00,Yes,22.4,98.0,0.35,High
2025-05-16 07:00:00,No,23.6,67.1,0.0,Low
2025-05-16 07:30:00,Yes,22.4,94.8,0.78,High
2025-05-16 08:00:00,No,18.4,80.0,0.0,Low
2025-05-16 08:30:00,Yes,23.0,88.8,0.14,Medium
2025-05-16 09:00:00,No,17.6,82.7,0.15,Low
2025-05-16 09:30:00,Yes,19.7,101.0,0.3,High
2025-05-16 10:00:00,Yes,18.2,73.5,1.1,Medium
2025-05-16 10:30:00,Yes,19.1,73.5,1.56,Medium
2025-05-16 11:00:00,No,27.1,74.0,0.0,Low
2025-05-16 11:30:00,Yes,25.0,73.2,1.13,Medium
2025-05-16 12:00:00,Yes,10.1,88.9,0.0,Medium
2025-05-16 12:30:00,No,23.7,80.1,0.0,Low
2025-05-16 13:00:00,Yes,18.0,86.9,0.58,Medium
2025-05-16 13:30:00,Yes,22.9,99.8,0.0,High
2025-05-16 14:00:00,No,28.1,81.0,0.0,Low
2025-05-16 14:30:00,Yes,13.3,78.1,1.24,Medium
2025-05-16 15:00:00,Yes,19.4,95.1,0.0,High
2025-05-16 15:30:00,Yes,19.9,67.5,0.79,Medium
2025-05-16 16:00:00,No,24.4,75.8,0.0,Low
2025-05-16 16:30:00,Yes,21.0,84.4,0.82,Medium
2025-05-16 17:00:00,Yes,26.2,69.3,1.04,Medium
2025-05-16 17:30:00,Yes,26.0,62.2,0.76,Medium
2025-05-16 18:00:00,Yes,17.5,79.2,0.78,Medium
2025-05-16 18:30:00,Yes,17.6,73.2,0.53,Medium
2025-05-16 19:00:00,Yes,14.6,69.1,1.04,Medium
2025-05-16 19:30:00,Yes,14.3,86.7,0.87,Medium
2025-05-16 20:00:00,Yes,11.4,73.2,1.46,Medium
2025-05-16 20:30:00,Yes,15.1,75.4,0.87,Medium
2025-05-16 21:00:00,No,23.9,77.5,0.02,Low
2025-05-16 21:30:00,Yes,27.1,97.4,1.28,High
2025-05-16 22:00:00,No,20.4,71.9,0.0,Low
2025-05-16 22:30:00,Yes,22.6,84.2,1.62,Medium
2025-05-16 23:00:00,Yes,23.3,65.0,1.34,Medium
2025-05-16 23:30:00,Yes,15.0,76.2,0.7,Medium
2025-05-17 00:00:00,Yes,30.0,111.1,0.99,Medium
2025-05-17 00:30:00,Yes,19.1,85.3,1.21,Medium
2025-05-17 01:00:00,Yes,18.4,98.0,0.68,High
2025-05-17 01:30:00,Yes,22.5,86.7,0.84,Medium
2025-05-17 02:00:00,No,24.2,73.8,0.05,Low
2025-05-17 02:30:00,Yes,14.5,84.4,1.12,Medium
2025-05-17 03:00:00,Yes,22.3,96.7,0.5,High
2025-05-17 03:30:00,No,23.3,69.1,0.19,Low
2025-05-17 04:00:00,Yes,23.5,88.5,0.26,Medium
2025-05-17 04:30:00,Yes,19.6,64.8,0.21,Low
2025-05-17 05:00:00,Yes,24.5,85.8,0.9,Medium
2025-05-17 05:30:00,No,20.2,80.1,0.0,Low
2025-05-17 06:00:00,Yes,23.5,84.2,0.89,Medium
2025-05-17 06:30:00,Yes,17.4,58.5,1.38,Medium
2025-05-17 07:00:00,Yes,17.6,71.4,1.05,Medium
2025-05-17 07:30:00,Yes,18.0,90.6,0.99,High
2025-05-17 08:00:00,Yes,23.4,66.3,1.47,Medium
2025-05-17 08:30:00,Yes,21.3,76.3,0.61,Medium
2025-05-17 09:00:00,No,11.1,84.1,0.0,Low
2025-05-17 09:30:00,Yes,13.2,64.8,1.39,Medium
2025-05-17 10:00:00,Yes,16.9,95.3,0.07,Medium
2025-05-17 10:30:00,Yes,11.5,68.8,1.49,Medium
2025-05-17 11:00:00,Yes,19.2,74.5,0.63,Medium
2025-05-17 11:30:00,Yes,22.5,91.2,1.66,High
2025-05-17 12:00:00,No,18.2,66.7,0.17,Low
2025-05-17 12:30:00,No,21.3,70.4,0.0,Low
2025-05-17 13:00:00,Yes,21.7,79.5,0.53,Medium
2025-05-17 13:30:00,No,16.2,77.7,0.0,Low
2025-05-17 14:00:00,Yes,24.5,90.4,0.0,High
2025-05-17 14:30:00,No,15.4,65.0,0.0,Low
2025-05-17 15:00:00,No,19.6,65.5,0.0,Low
2025-05-17 15:30:00,Yes,15.0,82.1,0.56,Medium
2025-05-17 16:00:00,No,16.4,81.8,0.06,Low
2025-05-17 16:30:00,Yes,18.6,96.7,1.57,High
2025-05-17 17:00:00,Yes,13.5,88.3,1.15,Medium
2025-05-17 17:30:00,Yes,14.3,88.2,1.73,Medium
2025-05-17 18:00:00,Yes,14.4,70.8,1.31,Medium
2025-05-17 18:30:00,Yes,21.4,85.5,0.77,Medium
2025-05-17 19:00:00,Yes,22.0,66.7,1.34,Medium
2025-05-17 19:30:00,Yes,25.8,77.7,0.47,Medium
2025-05-17 20:00:00,Yes,12.3,85.1,0.96,Medium
2025-05-17 20:30:00,Yes,19.7,91.2,0.23,High
2025-05-17 21:00:00,Yes,22.8,69.8,0.48,Medium
2025-05-17 21:30:00,Yes,19.1,82.3,0.2,Medium
2025-05-17 22:00:00,Yes,19.3,88.3,0.15,Medium
2025-05-17 22:30:00,Yes,12.0,97.5,1.61,Medium
2025-05-17 23:00:00,Yes,13.5,86.9,0.1,Medium
2025-05-17 23:30:00,Yes,21.3,82.9,0.31,Medium
2025-05-18 00:00:00,No,16.1,73.1,0.0,Low
2025-05-18 00:30:00,No,15.8,79.3,0.0,Low
2025-05-18 01:00:00,Yes,23.4,94.9,0.04,High
2025-05-18 01:30:00,Yes,21.2,85.0,0.88,Medium
2025-05-18 02:00:00,Yes,20.4,87.4,0.89,Medium
2025-05-18 02:30:00,Yes,13.8,88.7,1.21,Medium
2025-05-18 03:00:00,Yes,16.2,80.4,1.05,Medium
2025-05-18 03:30:00,Yes,19.0,90.7,2.39,High
2025-05-18 04:00:00,Yes,16.1,66.2,0.74,Medium
2025-05-18 04:30:00,Yes,23.6,77.7,1.66,Medium
2025-05-18 05:00:00,Yes,13.3,86.9,0.02,Medium
2025-05-18 05:30:00,Yes,28.6,99.9,0.0,Medium
2025-05-18 06:00:00,Yes,17.3,88.6,0.19,Medium
2025-05-18 06:30:00,No,19.8,80.3,0.0,Low
2025-05-18 07:00:00,No,19.9,73.1,0.11,Low
2025-05-18 07:30:00,Yes,27.2,67.4,1.15,Medium
2025-05-18 08:00:00,Yes,18.6,77.2,1.13,Medium
2025-05-18 08:30:00,Yes,21.7,85.7,1.27,Medium
2025-05-18 09:00:00,No,18.3,73.9,0.0,Low
2025-05-18 09:30:00,Yes,15.9,109.5,1.5,Medium
2025-05-18 10:00:00,Yes,13.2,66.8,0.89,Medium
2025-05-18 10:30:00,Yes,22.7,85.5,0.3,Medium
2025-05-18 11:00:00,Yes,19.4,83.3,0.57,Medium
2025-05-18 11:30:00,No,8.9,77.7,0.0,Low
2025-05-18 12:00:00,Yes,20.9,109.9,0.79,High
2025-05-18 12:30:00,Yes,18.4,89.2,0.89,Medium
2025-05-18 13:00:00,Yes,22.1,86.1,2.15,Medium
2025-05-18 13:30:00,No,14.3,84.7,0.0,Low
2025-05-18 14:00:00,No,22.8,70.8,0.17,Low
2025-05-18 14:30:00,Yes,18.5,89.8,1.23,Medium
2025-05-18 15:00:00,No,13.8,80.5,0.0,Low
2025-05-18 15:30:00,Yes,13.7,77.8,0.25,Low
2025-05-18 16:00:00,No,32.1,84.3,0.0,Low
2025-05-18 16:30:00,Yes,17.2,90.2,2.17,Medium
2025-05-18 17:00:00,Yes,12.1,61.2,2.0,Medium
2025-05-18 17:30:00,Yes,21.9,71.3,0.93,Medium
2025-05-18 18:00:00,Yes,6.8,80.0,0.76,Medium
2025-05-18 18:30:00,Yes,24.6,69.9,0.57,Medium
2025-05-18 19:00:00,No,15.4,82.6,0.0,Low
2025-05-18 19:30:00,Yes,18.0,70.0,1.02,Medium
2025-05-18 20:00:00,Yes,24.3,77.7,0.53,Medium
2025-05-18 20:30:00,Yes,12.8,77.0,0.46,Medium
2025-05-18 21:00:00,Yes,33.1,68.9,1.67,Medium
2025-05-18 21:30:00,Yes,25.0,82.8,1.91,Medium
2025-05-18 22:00:00,Yes,21.9,83.9,0.46,Medium
2025-05-18 22:30:00,Yes,26.1,91.0,0.0,High
2025-05-18 23:00:00,No,13.4,78.0,0.0,Low
2025-05-18 23:30:00,Yes,19.7,92.4,0.13,High
2025-05-19 00:00:00,Yes,19.8,80.6,1.18,Medium
2025-05-19 00:30:00,Yes,8.8,73.9,0.67,Medium
2025-05-19 01:00:00,No,26.0,75.1,0.0,Low
